3/2/2021,1,-0.6795300000000001,1.000018617
3/3/2021,2,-0.6788500000000001,1.000037198
3/4/2021,3,-0.6785800000000001,1.000055775
3/5/2021,4,-0.67874,1.000074385
3/8/2021,7,-0.68176,1.000130757
3/17/2021,16,-0.6901899999999999,1.000302595
3/24/2021,23,-0.69094,1.000435482
4/5/2021,35,-0.77485,1.000743283
5/3/2021,63,-0.74592,1.001288308
6/3/2021,94,-0.7272800000000001,1.00187475
7/5/2021,126,-0.7287699999999999,1.0025189209999998
8/3/2021,155,-0.7206699999999999,1.003065067
9/3/2021,186,-0.71387,1.0036444279999999
10/4/2021,217,-0.7156,1.004263452
11/3/2021,247,-0.71129,1.00482499
12/3/2021,277,-0.7076399999999999,1.005384755
1/3/2022,308,-0.74827,1.006334145
2/3/2022,339,-0.74173,1.0069127279999999
3/3/2022,367,-0.73628,1.007430615
6/3/2022,459,-0.7321,1.009248918
9/5/2022,553,-0.73229,1.0111564690000001
12/5/2022,644,-0.7363200000000001,1.013076265
3/3/2023,732,-0.73823,1.014915189
3/4/2024,1099,-0.7351399999999999,1.022381555
3/3/2025,1463,-0.7163600000000001,1.029129479
3/3/2026,1828,-0.6804800000000001,1.034667304
3/3/2027,2193,-0.6338,1.038814431
3/3/2028,2559,-0.5842499999999999,1.0418120240000002
3/5/2029,2926,-0.5302,1.04341935
3/4/2030,3290,-0.47557,1.043798483
3/3/2031,3654,-0.42082,1.0430281
3/3/2032,4020,-0.36845,1.041414591
3/3/2033,4385,-0.31637,1.0387392709999999
3/3/2034,4750,-0.26708,1.03536807
3/5/2035,5117,-0.22264,1.03170451
3/3/2036,5481,-0.18789999999999998,1.028617726
3/3/2037,5846,-0.16042,1.026026495
3/3/2038,6211,-0.13603,1.023417443
3/3/2039,6576,-0.11481,1.020900083
3/5/2040,6944,-0.096606,1.018548893
3/4/2041,7308,-0.081648,1.016481847
3/3/2042,7672,-0.06959,1.014734748
3/3/2043,8037,-0.060340000000000005,1.013375028
3/3/2044,8403,-0.05382000000000001,1.012467475
3/3/2045,8768,-0.049918,1.012063444
3/5/2046,9135,-0.04842,1.012191989
3/4/2047,9499,-0.048924,1.012813704
3/3/2048,9864,-0.050244000000000004,1.013670872
3/3/2049,10229,-0.051163,1.0144415409999998
3/3/2050,10594,-0.050615,1.014799271
3/3/2051,10959,-0.047655,1.0144111040000001
3/4/2052,11326,-0.042402,1.013244338
3/3/2053,11690,-0.035666,1.011488382
3/3/2054,12055,-0.027392,1.009087911
3/3/2055,12420,-0.017602,1.006007475
3/3/2056,12786,-0.00626,1.002196943
3/5/2057,13153,0.00663,0.997613295
3/4/2058,13517,0.020934,0.99227751
3/3/2059,13881,0.036748,0.986121887
3/3/2060,14247,0.054179,0.979074421
3/3/2061,14612,0.07309900000000001,0.9711604009999999
3/3/2062,14977,0.093518,0.962353795
3/5/2063,15344,0.11534000000000001,0.9526696859999999
3/3/2064,15708,0.13800999999999997,0.94233593
3/3/2065,16073,0.16155000000000003,0.931331927
3/3/2066,16438,0.18571,0.919766318
3/3/2067,16803,0.21028000000000002,0.907734182
3/5/2068,17171,0.2353,0.8952125120000001
3/4/2069,17535,0.26013,0.882523993
3/3/2070,17899,0.28491,0.8696058809999999
3/3/2071,18264,0.30954,0.856510478
