V5 CDS Composites by Convention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Ticker,ShortName,RedCode,Tier,Ccy,DocClause,Contributor,Spread6m,Spread1y,Spread2y,Spread3y,Spread4y,Spread5y,Spread7y,Spread10y,Spread15y,Spread20y,Spread30y,Recovery,Rating6m,Rating1y,Rating2y,Rating3y,Rating4y,Rating5y,Rating7y,Rating10y,Rating15y,Rating20y,Rating30y,CompositeCurveRating,CompositeDepth5y,Sector,Region,Country,AvRating,ImpliedRating,CompositeLevel6m,CompositeLevel1y,CompositeLevel2y,CompositeLevel3y,CompositeLevel4y,CompositeLevel5y,CompositeLevel7y,CompositeLevel10y,CompositeLevel15y,CompositeLevel20y,CompositeLevel30y,CompositeLevelRecovery
30-Jun-16,DB,Deutsche Bk AG,2H6677,SNRFOR,EUR,MM14,Composite,0.0122,0.014,0.0163,0.0184,0.02,0.0214,0.0229,0.0237,0.024,0.0239,0.0239,40%,BB,BB,BB,BB,BB,BB,BB,BB,B,B,BB,BB,6,Financials,Europe,Germany,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,DB,Deutsche Bk AG,2H6677,SUBLT2,EUR,MM14,Composite,0.023,0.0255,0.0309,0.036,0.0396,0.0425,0.0439,0.0447,0.0439,0.0438,0.0438,20%,BB,BB,BB,BB,BB,BB,BB,BB,B,B,B,BB,7,Financials,Europe,Germany,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,DBR,Fed Rep Germany,3AB549,SNRFOR,USD,CR14,Composite,0.0004,0.0005,0.0008,0.0011,0.0015,0.002,0.0029,0.004,0.0041,0.0042,0.0044,40%,A,A,A,A,A,A,A,A,B,B,B,A,4,Government,Europe,Germany,,AAA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier,Entity Tier,Entity Tier,Entity Tier
30-Jun-16,DENK,Kdom Denmark,KPBDCX,SNRFOR,USD,CR14,Composite,0.0005,0.0007,0.0009,0.0013,0.0018,0.0024,0.0033,0.0044,0.005,0.0052,0.0054,40%,NR,A,A,A,A,A,A,A,A,A,BBB,A,3,Government,Europe,Denmark,,AAA,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,DOMREP,Dominican Rep,27C85T,SNRFOR,USD,CR14,Composite,,0.0229,0.0287,0.0307,0.0325,0.033,0.0345,0.0359,,,0.0364,25%,,NR,NR,NR,NR,NR,NR,NR,,,NR,NR,2,Government,Caribbean,Dominican Republic,,BB,,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,Thin,Thin
30-Jun-16,DUBGOV,Dubai Govt,MOAGBN,SNRFOR,USD,CR14,Composite,0.0044,0.0054,0.0079,0.0116,0.0154,0.0187,0.022,0.0238,0.0237,0.0236,0.0236,25%,B,B,BBB,BBB,BBB,A,A,BBB,NR,NR,NR,BBB,4,Government,MiddleEast,United Arab Emirates,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,Entity Tier
30-Jun-16,DZBK,DZ Bk AG,DF59F6,SNRFOR,EUR,MM14,Composite,0.0029,0.0037,0.005,0.0061,0.0071,0.0079,0.0083,0.0085,0.0084,0.0085,0.009,40%,CCC,CCC,CCC,CCC,B,B,CCC,CCC,NR,NR,CCC,CCC,3,Financials,Europe,Germany,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,Entity Tier
30-Jun-16,EBRD,Eurpn Bk for Recon & Dev,2BHFCG,SNRFOR,USD,CR14,Composite,,,,,,0.0025,0.0034,0.0045,0.0047,0.0047,0.0047,40%,,,,,,NR,NR,NR,NR,NR,NR,NR,2,Government,Supra,Supra National,,AAA,,,,,,Thin,Thin,Thin,Thin,Thin,Thin,Thin
30-Jun-16,EGYPT,Arab Rep Egypt,MN5AC8,SNRFOR,USD,CR14,Composite,0.0378,0.0407,0.0445,0.0467,0.0481,0.0494,0.0504,0.0514,0.0525,0.052,0.0517,25%,CCC,CCC,A,A,A,A,A,A,NR,B,B,BBB,7,Government,Africa,Egypt,,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,ELSALV,Rep El Salvador,2ABBFC,SNRFOR,USD,CR14,Composite,0.0238,0.0305,0.0334,0.037,0.0392,0.0403,0.0432,0.0462,0.0453,0.0452,0.0446,25%,B,BBB,BBB,BBB,BBB,B,A,BBB,NR,BBB,A,BBB,3,Government,Lat.Amer,El Salvador,,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,ENDESA,Empresa Nacional Elec SA,PSA81M,SNRFOR,USD,CR14,Composite,,,,,0.0281,0.0368,0.0371,0.0374,0.0375,0.0376,0.0378,25%,,,,,NR,NR,NR,NR,NR,NR,NR,NR,2,Utilities,Lat.Amer,Chile,,B,,,,,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
30-Jun-16,ESTONI,Rep Estonia,2BGCDG,SNRFOR,USD,CR14,Composite,0.0018,0.0021,0.0029,0.0043,0.0054,0.0064,0.0073,0.0082,,,,25%,BB,BB,BB,BB,BBB,BB,A,BBB,,,,BB,3,Government,E.Eur,Estonia,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,,Entity Tier
30-Jun-16,EXIM,Exim Bank,Y05BFB,SNRFOR,USD,CR14,Composite,0.0036,0.0038,0.0073,0.0108,0.0143,0.0179,0.02,0.0225,,,,40%,B,B,BBB,BBB,A,BBB,BBB,BBB,,,,BBB,3,Government,India,India,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,,,Entity Tier
30-Jun-16,FIJI,Rep of the Fiji Is,YF97AR,SNRFOR,USD,CR14,Composite,0.0651,0.0661,0.0672,0.0682,0.0689,0.0692,0.0693,0.0687,0.0676,0.0669,0.0662,30%,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,Government,Pacific,Fiji,,B,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
30-Jun-16,FINL,Rep Finland,348FFA,SNRFOR,USD,CR14,Composite,0.0009,0.001,0.0014,0.0019,0.0024,0.0029,0.0039,0.0051,0.0057,0.0059,0.006,40%,AA,AA,AA,AA,AA,AA,AA,A,BBB,BBB,BBB,AA,5,Government,Europe,Finland,,AAA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,FRTR,French Rep,3I68EE,SNRFOR,USD,CR14,Composite,0.001,0.0011,0.0016,0.0024,0.0033,0.0041,0.0057,0.0078,0.0082,0.0084,0.0086,40%,A,A,AA,AA,AA,AA,AA,AA,A,A,A,AA,7,Government,Europe,France,,AAA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,GREECE,Hellenic Rep,4G5656,SNRFOR,USD,CR14,Composite,0.1308,0.1394,0.1221,0.1118,0.102,0.0946,0.0803,0.0678,0.0547,0.0481,0.0413,24%,BB,BB,BB,BB,BB,BB,BB,BB,B,B,B,B,5,Government,Europe,Greece,,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,GS,Goldman Sachs Gp Inc,3B955H,SNRFOR,USD,XR14,Composite,0.0032,0.0042,0.0055,0.0074,0.009,0.0109,0.0131,0.0149,0.0163,0.0169,0.0172,40%,AA,AA,A,A,A,A,BB,BB,BB,BB,BB,BBB,8,Financials,N.Amer,United States,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,GS,Goldman Sachs Gp Inc,3B955H,SUBLT2,USD,XR14,Composite,0.0054,0.0065,0.0087,0.0112,0.0138,0.0164,0.019,0.0211,0.023,0.024,0.0249,20%,A,AA,A,A,A,BB,BB,BB,BB,BB,BB,BBB,5,Financials,N.Amer,United States,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,GUATEM,Rep Guatemala,4E15DD,SNRFOR,USD,CR14,Composite,0.0201,0.0253,0.0303,0.0331,0.0348,0.0368,0.039,0.0407,0.0403,0.0404,0.0404,25%,B,BBB,BBB,BBB,B,BBB,BBB,B,B,B,B,BB,3,Government,Lat.Amer,Guatemala,,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,HDFCL,Hsg Dev Fin Corp Ltd,Y1A96A,SNRFOR,USD,CR14,Composite,,0.0048,0.0072,0.0107,0.0142,0.0181,0.0206,0.0216,0.022,0.0223,0.0226,40.06%,,B,B,B,BB,BB,BB,CCC,CCC,CCC,CCC,B,3,Financials,India,India,,BB,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,HSBC-HSBCBank,HSBC Bk plc,4I75AU,SNRFOR,EUR,MM14,Composite,0.0048,0.005,0.0064,0.0077,0.0088,0.01,0.0118,0.0132,0.0138,0.0138,0.0136,40.05%,BB,BB,BB,A,A,A,A,A,B,B,BB,BBB,7,Financials,Europe,United Kingdom,,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,HSBC-HSBCBank,HSBC Bk plc,4I75AU,SUBLT2,EUR,MM14,Composite,0.008,0.0089,0.0117,0.0141,0.0165,0.0187,0.0209,0.0223,0.0221,0.0221,0.022,20.00%,BB,BB,BB,A,BB,BB,BB,BB,B,B,B,BB,5,Financials,Europe,United Kingdom,,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,HUNGAA,Hungary,XA78EO,SNRFOR,USD,CR14,Composite,0.0041,0.0049,0.0072,0.0107,0.0133,0.0159,0.0184,0.0202,0.0208,0.0211,0.0214,25%,A,A,AA,AA,AA,A,A,A,BBB,BBB,BBB,A,6,Government,E.Eur,Hungary,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,HUNGRY,Natl Bk Hungary,696A83,SNRFOR,USD,CR14,Composite,0.0041,0.005,0.0073,0.0107,0.0134,0.0158,0.0182,0.02,0.0206,0.0208,0.021,25%,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,Government,E.Eur,Hungary,,BBB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
30-Jun-16,HYOGO,Hyogo Prefecture,JL4BE8,SNRFOR,JPY,CR14,Composite,,0.0005,0.0009,0.0013,,0.0028,0.004,0.0054,0.0056,0.0057,,35%,,NR,NR,NR,,NR,NR,NR,NR,NR,,NR,2,Government,Asia,Japan,,AAA,,Thin,Thin,Thin,,Thin,Thin,Thin,Thin,Thin,,Thin
30-Jun-16,IADB,Inter Amern Dev Bk,49D99A,SNRFOR,USD,CR14,Composite,,0.0045,0.0043,0.0042,,0.0041,0.004,0.0039,,0.0037,,37.50%,,NR,NR,NR,,NR,NR,NR,,NR,,NR,2,Government,Supra,Supra National,,AAA,,Thin,Thin,Thin,,Thin,Thin,Thin,,Thin,,Thin
30-Jun-16,ICELND,Rep Iceland,XA78A9,SNRFOR,USD,CR14,Composite,0.0029,0.0036,0.0052,0.007,0.0086,0.0101,0.0115,0.013,,0.0132,0.0132,42.50%,BBB,BBB,A,BBB,A,A,BBB,B,,NR,NR,BBB,3,Government,Europe,Iceland,,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,,Thin,Thin,Entity Tier
30-Jun-16,ICICIB,ICICI Bk Lt,Y1BDCC,SNRFOR,USD,CR14,Composite,0.0046,0.0052,0.0087,0.0124,0.0163,0.0198,0.0227,0.0248,0.0247,0.0245,0.0242,40%,A,A,A,A,A,A,A,A,B,B,B,BBB,5,Financials,India,India,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,IDBIBL,IDBI Bk Ltd,Y1BDC2,SNRFOR,USD,CR14,Composite,0.0052,0.0058,0.0104,0.0149,0.0194,0.024,0.0263,0.0283,0.027,0.0272,0.0265,40%,B,B,B,BBB,BBB,BBB,B,B,NR,NR,NR,BB,4,Financials,India,India,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,Entity Tier
30-Jun-16,IGB,Rep India,Y1CA6C,SNRFOR,USD,CR14,Composite,0.004,,0.0079,0.0104,0.0132,0.0154,,,,,,40%,NR,,NR,NR,NR,NR,,,,,,NR,2,Government,India,India,,BBB,Thin,,Thin,Thin,Thin,Thin,,,,,,Thin
30-Jun-16,INDOIL,Indian Oil Corp Ltd,Y1CB73,SNRFOR,USD,CR14,Composite,0.0047,0.0052,0.0082,0.0118,0.0157,0.0193,0.0206,0.0222,,,,40%,NR,NR,NR,NR,NR,NR,NR,NR,,,,NR,2,Energy,India,India,,BBB,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
30-Jun-16,INDON,Rep Indonesia,49ACF8,SNRFOR,USD,CR14,Composite,0.003855243,0.003987285,0.007512069,0.010812902,0.014585068,0.018333921,0.023077085,0.025360528,0.025897563,0.026107993,0.026244694,40%,BB,BB,A,A,A,A,A,A,B,BB,BB,BBB,7,Government,Asia,Indonesia,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,INTNED-BankNV,ING Bk N V,48DGFE,SNRFOR,EUR,MM14,Composite,0.0045,0.005,0.0058,0.0067,0.0077,0.0086,0.01,0.0112,0.0119,0.0119,0.0118,40%,A,A,A,A,A,AA,AA,AA,A,A,A,A,7,Financials,Europe,Netherlands,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,INTNED-BankNV,ING Bk N V,48DGFE,SUBLT2,EUR,MM14,Composite,0.0095,0.0105,0.0126,0.0147,0.0165,0.0182,0.0206,0.0216,0.0218,0.022,0.0221,20%,BB,BB,BB,BB,BB,BB,BB,BB,B,B,BB,BB,7,Financials,Europe,Netherlands,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,IRAQ,Rep of Iraq,MRBEA2,SNRFOR,USD,CR14,Composite,0.0758,0.0786,0.0827,0.085,0.0868,0.0883,0.0891,0.0892,0.0877,0.0864,0.0854,23.33%,CCC,CCC,B,B,B,B,B,B,NR,NR,NR,B,3,Government,MiddleEast,Iraq,,CCC,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,Entity Tier
30-Jun-16,IRELND,Rep Irlnd,4A88DE,SNRFOR,USD,CR14,Composite,0.0027,0.0033,0.0045,0.0057,0.0068,0.008,0.0103,0.0123,0.0125,0.0125,0.0123,40%,A,A,A,A,AA,AA,A,A,BBB,BBB,BBB,A,5,Government,Europe,Ireland,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,ISRAEL,St Israel,4AB64A,SNRFOR,USD,CR14,Composite,0.0021,0.0025,0.0034,0.0047,0.0062,0.0078,0.01,0.0115,0.012,0.0123,0.0125,25%,BBB,A,A,A,A,A,A,A,A,A,BBB,A,4,Government,MiddleEast,Israel,,A,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,ITALY,Rep Italy,4AB951,SNRFOR,USD,CR14,Composite,0.0056,0.0068,0.0095,0.0118,0.0135,0.015,0.0179,0.0206,0.0215,0.022,0.0223,40%,A,A,A,A,A,A,A,A,A,BB,BB,A,7,Government,Europe,Italy,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,JAMAN,Jamaica,4B7176,SNRFOR,USD,CR14,Composite,0.0201,0.0233,0.0275,0.0311,0.0348,0.0386,,,,,,25%,NR,NR,NR,NR,NR,NR,,,,,,NR,2,Government,Caribbean,Jamaica,,B,Thin,Thin,Thin,Thin,Thin,Thin,,,,,,Thin
30-Jun-16,JAPAN,Japan,4B818G,SNRFOR,USD,CR14,Composite,0.0008,0.0009,0.0015,0.0021,0.003,0.0041,0.0059,0.0074,0.0084,0.0089,0.0093,35%,AA,AA,AA,AA,A,A,BBB,B,B,B,B,A,5,Government,Asia,Japan,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,JORDAN,Hashemite Kdom Jordan,MS9995,SNRFOR,USD,CR14,Composite,0.0322,0.0326,0.0337,0.0346,0.0355,0.0359,0.036,0.0359,0.0359,0.0359,0.0358,25%,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,Government,MiddleEast,Jordan,,B,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
30-Jun-16,JPM,JPMorgan Chase & Co,4C933G,SNRFOR,USD,XR14,Composite,0.0024,0.003,0.0038,0.0045,0.0054,0.0067,0.0087,0.0107,0.0121,0.0128,0.0132,40%,AA,AA,AA,AA,AA,AA,AA,AA,A,A,A,AA,7,Financials,N.Amer,United States,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,JPM,JPMorgan Chase & Co,4C933G,SUBLT2,USD,XR14,Composite,0.0027,0.0042,0.0056,0.0071,0.0083,0.0098,0.0125,0.0148,0.0166,0.0173,0.0166,20%,A,AA,AA,AA,AA,AA,AA,A,NR,NR,B,AA,5,Financials,N.Amer,United States,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,Entity Tier
30-Jun-16,KAZAKS,Rep Kazakhstan,4CECC7,SNRFOR,USD,CR14,Composite,0.0031,0.0049,0.011,0.0156,0.0193,0.0228,0.0261,0.028,0.028,0.0281,0.028,25%,BBB,A,A,AA,A,AA,A,A,A,A,BBB,AA,5,Government,E.Eur,Kazakhstan,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,KOREA,Rep Korea,5F06AJ,SNRFOR,USD,CR14,Composite,0.001,0.001,0.0018,0.0027,0.004,0.0055,0.0071,0.0077,0.0079,0.0079,0.0078,37.92%,AA,AA,AA,AA,A,A,A,A,BBB,BBB,BBB,A,5,Government,Asia,Korea (Republic of),,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,LATVIA,Rep Latvia,XA78AH,SNRFOR,USD,CR14,Composite,0.0006,0.0009,0.0019,0.0035,0.0054,0.0072,0.0099,0.012,0.0124,0.0128,0.0128,25%,AA,AA,AA,AA,BBB,AA,AA,AA,BB,B,BB,A,6,Government,E.Eur,Latvia,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,LEBAN,Lebanese Rep,5H45B6,SNRFOR,USD,CR14,Composite,0.0226,0.0263,0.0331,0.0389,0.0429,0.0462,0.0486,0.05,0.0507,0.0509,0.0508,24.96%,CCC,BB,BB,A,A,AA,BBB,BBB,B,B,B,BB,5,Government,MiddleEast,Lebanon,,B,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,LITHUN,Rep Lithuania,589EFF,SNRFOR,USD,CR14,Composite,0.001,0.0014,0.0024,0.0038,0.0053,0.0068,0.0092,,,,,25%,NR,NR,NR,NR,NR,NR,NR,,,,,NR,2,Government,E.Eur,Lithuania,,AA,Thin,Thin,Thin,Thin,Thin,Thin,Thin,,,,,Thin
30-Jun-16,MALAYS,Malaysia,5B6994,SNRFOR,USD,CR14,Composite,0.0024,0.0033,0.0059,0.009,0.0122,0.0155,0.0188,0.0205,0.0205,0.0206,0.0204,39.83%,AA,A,AA,A,A,BB,BB,BB,B,B,B,BBB,6,Government,Asia,Malaysia,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,MASSHT,Comwlth of MA,5CCDA9,SNRFOR,USD,CR,Composite,,,0.004,0.0049,0.0056,0.0071,0.0103,0.012,,,,65.25%,,,NR,NR,NR,NR,NR,NR,,,,NR,2,Government,N.Amer,United States,,AA,,,Thin,Thin,Thin,Thin,Thin,Thin,,,,Thin
30-Jun-16,MEX,Utd Mexican Sts,9A18EC,SNRFOR,USD,CR14,Composite,0.003548794,0.004708628,0.007255005,0.01008164,0.012590291,0.01561255,0.019798851,0.022482265,0.023487791,0.023563692,0.023762206,25%,A,A,A,A,BB,BB,BB,BB,A,BB,BB,BBB,8,Government,Lat.Amer,Mexico,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,MITSUFJ,Mitsubishi UFJ Morgan Stanley Secs Co Ltd,JNB77M,SNRFOR,JPY,CR14,Composite,0.0007,0.0015,0.0029,0.0044,0.0058,0.0072,0.0094,0.0116,0.0124,0.0132,0.0137,30%,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,Financials,Asia,Japan,,AA,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin,Thin
30-Jun-16,MIZUHBA,Mizuho Bk Ltd,JNA79N,SNRFOR,USD,CR14,Composite,0.0019,0.0022,0.0036,0.005,0.0068,0.0085,0.01,0.0111,0.0113,0.0117,0.0124,35%,B,BB,BBB,A,BB,BB,BB,BB,NR,NR,B,BBB,5,Financials,Asia,Japan,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp,Entity Tier
30-Jun-16,MIZUHBA,Mizuho Bk Ltd,JNA79N,SUBLT2,USD,CR14,Composite,0.004,0.0042,0.0059,0.0074,0.0098,0.012,0.0143,0.0156,0.0156,0.0157,0.0158,15%,BBB,BBB,BBB,B,B,B,B,B,NR,NR,NR,BB,3,Financials,Asia,Japan,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,Entity Tier
30-Jun-16,MOROC,Kdom Morocco,6.78E+100,SNRFOR,USD,CR14,Composite,0.01,0.0117,0.0146,0.0166,0.0185,0.0203,0.0216,0.0225,0.0231,0.0232,0.0233,25%,B,A,A,BB,BB,A,A,A,BBB,BBB,BBB,A,5,Government,Africa,Morocco,,BB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,MUFJ,Mitsubishi UFJ Finl Group Inc,JN88DG,SNRFOR,JPY,CR14,Composite,,,,0.0093,0.0107,0.0119,0.0135,0.0144,,,,40%,,,,NR,NR,NR,NR,NR,,,,NR,2,Financials,Asia,Japan,,BBB,,,,Thin,Thin,Thin,Thin,Thin,,,,Thin
30-Jun-16,MUNRE,Munich Re,687DNG,SNRFOR,EUR,MM14,Composite,0.0017,0.0019,0.0025,0.0032,0.004,0.0049,0.0061,0.0075,0.0084,0.0085,0.0086,40%,A,AA,AA,AA,AA,AA,AA,AA,B,B,A,A,7,Financials,Europe,Germany,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
30-Jun-16,MUNRE,Munich Re,687DNG,SUBLT2,EUR,MM14,Composite,0.005,0.0058,0.0073,0.0088,0.0104,0.0119,0.0137,0.0151,0.0152,0.0153,0.0158,20%,BBB,AA,AA,AA,A,A,A,A,B,B,CCC,A,5,Financials,Europe,Germany,,AA,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier,Entity Tier,Entity Tier,Entity Tier
30-Jun-16,MWD,Morgan Stanley,678B8A,SNRFOR,USD,XR14,Composite,0.0032,0.0045,0.006,0.0077,0.0092,0.0109,0.0131,0.0149,0.0164,0.0171,0.0177,40%,A,AA,AA,AA,AA,AA,AA,AA,A,A,BBB,AA,7,Financials,N.Amer,United States,,BBB,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Entity Tier
