12000,17.47784232
12050,17.22668848
12100,16.96992519
12150,16.72582767
12200,16.48228001
12250,16.23276452
12300,16.00107694
12350,15.76455687
12400,15.52512506
12450,15.30328573
12500,15.07614689
12550,14.85167363
12600,14.63280883
12650,14.4129062
12700,14.19753106
12750,13.98848392
12800,13.78065589
12850,13.55117198
12900,13.39442966
12950,13.25356259
13000,13.05878254
13050,12.86833852
13100,12.67913522
13150,12.48272062
13200,12.30044907
13250,12.11584556
13300,11.9287603
13350,11.76417553
13400,11.59532057
13450,11.41593421
13500,11.25228025
13550,11.08288503
13600,10.96148897
13650,10.83357933
13700,10.73013541
13750,10.61729059
13800,10.53343252
13850,10.45632294
13900,10.40294252
13950,10.35128423
14000,10.31466864
14050,10.29653666
14100,10.27875777
14150,10.28201884
14200,10.7080988
14250,10.31632128
14300,10.34548282
14350,10.40585359
14400,10.46700043
14450,10.54814585
