11600,18.25251843
11700,18.08200362
11800,17.91375524
11900,17.74858447
12000,17.57680959
12100,17.42259231
12200,17.25954089
12300,17.20123003
12400,17.03885729
12500,16.87304344
12600,16.7218351
12700,16.56083935
12800,16.40417931
12900,16.23810992
13000,16.07522188
13100,15.93396593
13200,15.78447242
13300,15.62851844
13400,15.48053978
13500,15.35566914
13600,15.21570233
13700,15.0900772
13800,14.96377415
13900,14.84026046
14000,14.71540688
14100,14.59993039
14200,14.45029672
14500,14.25821409
15000,13.77857405
15500,13.33220102
16000,13.01175454
16500,12.12351998
17000,12.52921913
17500,12.38684884
18000,12.65497878
18500,12.87079675
19000,13.11257515
19500,14.60712212
20000,14.78295618
