12000,26.83723147
12050,26.02615786
12100,25.08858324
12150,24.31996414
12200,23.44283966
12250,22.69697068
12300,21.83129259
12350,21.06658944
12400,20.30847054
12450,19.44475875
12550,17.91995015
12600,17.22577218
12650,16.49024141
12700,15.80560573
12750,15.09585116
12850,13.80519946
12950,12.61940904
13050,11.744466
13100,11.27265341
13150,10.86072072
13200,10.52508549
13250,10.26532358
13300,10.1528547
13350,10.09753675
13400,10.18031118
13450,10.4220017
13500,10.69570587
13550,11.02408381
13600,11.40635215
13650,12.12014893
13700,11.93309571
13750,12.60581671
13800,13.61107905
13850,14.06402779
13900,14.45950822
13950,15.42733306
14000,15.20053084
14050,14.82064896
14100,16.80942072
14150,18.06993664
14200,18.43976741
14250,20.54489005
14300,21.38436822
14350,22.19148973
14400,23.01619674
14450,23.81189693
