1775,26.40202604
1800,25.90346026
1825,25.82766109
1850,25.37126875
1875,25.07630841
1900,24.94704908
1925,24.59652594
1950,24.28665846
1975,23.96040865
2000,23.63612843
2025,23.28803163
2050,22.96388427
2075,22.52238845
2100,22.26698776
2125,21.91940894
2150,21.55750867
2175,21.12656257
2200,20.83625589
2225,20.45921048
2250,20.09305657
2275,19.73399045
2300,19.35618858
2325,18.98005428
2350,18.59193539
2375,18.20096648
2400,17.8167145
2425,17.44391494
2450,17.03437114
2475,16.64173452
2500,16.21049573
2525,15.84282302
2550,15.4364771
2575,15.01763142
2600,14.61018984
2625,14.18648396
2650,13.7593662
2675,13.34852011
2700,12.94291584
2725,12.5147401
2750,12.10844334
2775,11.6928817
2800,11.298854
2825,10.9222715
2850,10.55670941
2900,9.861542784
2950,9.299430485
3000,8.870908577
3100,8.633549406
3200,9.027897693
3300,9.666430545
