"?1,Black",1,0.1803
"?2,Black",2,0.1915
"?3,Black",3,0.1862
"?4,Black",4,0.1773
"?5,Black",5,0.1679
"?6,Black",6,0.1581
"?7,Black",7,0.1527
"?8,Black",8,0.1487
"?9,Black",9,0.1447
"?10,Black",10,0.1413
"?11,Black",11,0.138
"?12,Black",12,0.1347
"?13,Black",13,0.1314
"?14,Black",14,0.1281
"?15,Black",15,0.1271
"?16,Black",16,0.1268
"?17,Black",17,0.1265
"?18,Black",18,0.1263
"?19,Black",19,0.126
